Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
Certification & Accreditationprogram Directory 2 (Certification and Accreditation Programs Directory),"IT Certification Success Exam Cram 2 provides you with a detailed explanation of the certification arena from Ed Tittel, one of the most respected figures in the industry. The book explains the various certification programs, their prerequisites, what can be done with them, and where you might want to go next. Readers preparing for a certification exam find the best-selling Exam Cram 2 series to be the smartest, most efficient way to become certified. This book focuses exactly on what you need to know to get certified now!","['Ed Tittel', 'Kim Lindros']",http://books.google.com/books/content?id=jVDPwLyg6PwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=jVDPwLyg6PwC&pg=PA211&dq=Certification&hl=&cd=1&source=gbs_api,Que Publishing,2003,http://books.google.nl/books?id=jVDPwLyg6PwC&dq=Certification&hl=&source=gbs_api,['Computers'],
"The poor little rich girl;: A play of fact and fancy, in three acts,","This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book.",['Eleanor Gates'],http://books.google.com/books/content?id=DotdngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=DotdngEACAAJ&dq=The+poor+little+rich+girl%3B:+A+play+of+fact+and+fancy,+in+three+acts,&hl=&cd=1&source=gbs_api",Nabu Press,2013-09,"http://books.google.nl/books?id=DotdngEACAAJ&dq=The+poor+little+rich+girl%3B:+A+play+of+fact+and+fancy,+in+three+acts,&hl=&source=gbs_api",,
Haynes Manuals 97020 Volvo 240 Series 76-93,"Familiegeheimen - het slot van een trilogie, samen met Judas en Dagboek van een getuige - is een pleidooi voor een bestaan dat niet bepaald wordt door anderen. Een leven waarin Astrid Holleeder het heft in eigen hand neemt, en kiest voor de liefde en niet voor de haat. In Familiegeheimen vertelt Astrid Holleeder openhartig en meeslepend over het leven dat zij en de andere leden van de familie - moeder Stien, dochter Miljuschka, zus Sonja en haar kinderen Richie en Francis - leiden, voor en tijdens het proces tegen Willem Holleeder. Maar vooral is er ruimte om na te denken over een leven daarna. Hoe neem je afscheid van een gezinslid? Hoe leef je met gevoelens van schuld, angst en verraad; hoe verhoud je je in een nieuwe gezinsformatie tot elkaar en tot de buitenwereld, en hoe kijk je naar de toekomst? In gesprekken met haar therapeute geeft Astrid Holleeder volledige openheid over haar diepste zielenroerselen, en zijn we getuige van de hernieuwde band met haar dochter Miljuschka, over wie ze nog niet eerder schreef. 'Wat ga je nu doen?'rbr 'Even naar Mil. Ik moet haar een vraag stellen, die ik haar nog niet heb durven stellen. En dan kan ik verder met mijn leven.'",['Astrid Holleeder'],http://books.google.com/books/content?id=j7DvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=j7DvDwAAQBAJ&pg=PP1&dq=Haynes+Manuals+97020+Volvo+240+Series+76-93&hl=&cd=1&source=gbs_api,A.W. Bruna Uitgevers,2020-07-09,https://play.google.com/store/books/details?id=j7DvDwAAQBAJ&source=gbs_api,['True Crime'],
A Fly in the Soup: Memoirs (Poets on Poetry),"A Fly in the Soup is a book of memoirs. Charles Simic was born in 1938 in Belgrade, Yugoslavia, and spent his childhood in a city bombed by the Nazis in 1941 and then by the Allies in 1944. He was jailed with his mother after the war for trying to flee what was by then a communist country. He managed to emigrate in 1953, first to Paris and then a year later to the United States. He lived in New York, completed his high school education in Chicago and began writing in English and publishing his first poems in 1959 when he was twenty-one years old. The book collects pieces written on such diverse subjects as memory, history, the bombing of cities, cuisine, philosophy, life in the army, movies, and growing up in wartime. Arranged chronologically, they make an unusual memoir of exile and refugee life, a collage of stories, anecdotes, meditations and poetic fragments from one of the most barbaric periods of the last century. This is a story of a young man whose travel agents were Hitler and Stalin--the autobiography of the early years of one of the most respected contemporary American poets. Charles Simic has published more than sixty books in the United States and abroad for which he has received a number of prestigious literary awards including the Pulitzer Prize for poetry and the MacArthur Fellowship.",['Charles Simic'],http://books.google.com/books/content?id=JtkKAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=JtkKAQAAMAAJ&q=A+Fly+in+the+Soup:+Memoirs+(Poets+on+Poetry)&dq=A+Fly+in+the+Soup:+Memoirs+(Poets+on+Poetry)&hl=&cd=1&source=gbs_api,,2000,http://books.google.nl/books?id=JtkKAQAAMAAJ&dq=A+Fly+in+the+Soup:+Memoirs+(Poets+on+Poetry)&hl=&source=gbs_api,['Biography & Autobiography'],
Five Star Stories #1,The Goodman's Five-Star Stories series is a collection of high-interest anthologies on 10 reading levels featuring well-known short stories from around the world. The selections provide hours of reading pleasure while improving reading and literature skills.,['Burton Goodman'],http://books.google.com/books/content?id=g-f7JwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=g-f7JwAACAAJ&dq=Five+Star+Stories&hl=&cd=1&source=gbs_api,McGraw-Hill Education,1990-04-01,http://books.google.nl/books?id=g-f7JwAACAAJ&dq=Five+Star+Stories&hl=&source=gbs_api,['Language Arts & Disciplines'],
Second Person Rural: More Essays of a Sometime Farmer,"A collection of essays on the practice and philosophy of country life yields advice for sometime farmers, explores the differences between country and city, and considers the problems all transplanted city-dwellers must deal with",['Noel Perrin'],http://books.google.com/books/content?id=PGCQaNa6WsIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=PGCQaNa6WsIC&q=Second+Person+Rural:+More+Essays+of+a+Sometime+Farmer&dq=Second+Person+Rural:+More+Essays+of+a+Sometime+Farmer&hl=&cd=1&source=gbs_api,Viking Press,1981,http://books.google.nl/books?id=PGCQaNa6WsIC&dq=Second+Person+Rural:+More+Essays+of+a+Sometime+Farmer&hl=&source=gbs_api,['Nature'],
A Rip in Heaven: A Memoir of Murder And Its Aftermath,"The acclaimed author of American Dirt reveals the devastating effects of a shocking tragedy in this landmark true crime book—the first ever to look intimately at the experiences of both the victims and their families. A Rip in Heaven is Jeanine Cummins’ story of a night in April, 1991, when her two cousins Julie and Robin Kerry, and her brother, Tom, were assaulted on the Old Chain of Rocks Bridge, which spans the Mississippi River just outside of St. Louis. When, after a harrowing ordeal, Tom managed to escape the attackers and flag down help, he thought the nightmare would soon be over. He couldn’t have been more wrong. Tom, his sister Jeanine, and their entire family were just at the beginning of a horrific odyssey through the aftermath of a violent crime, a world of shocking betrayal, endless heartbreak, and utter disillusionment. It was a trial by fire from which no family member would emerge unscathed.",['Jeanine Cummins'],http://books.google.com/books/content?id=605OvBguT_kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=605OvBguT_kC&printsec=frontcover&dq=A+Rip+in+Heaven:+A+Memoir+of+Murder+And+Its+Aftermath&hl=&cd=1&source=gbs_api,Penguin,2004-06-01,https://play.google.com/store/books/details?id=605OvBguT_kC&source=gbs_api,['True Crime'],20.0
"Days of our years,",,['Pierre Van Paassen'],http://books.google.com/books/content?id=nHmyXPNU8JwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=nHmyXPNU8JwC&q=Days+of+our+years,&dq=Days+of+our+years,&hl=&cd=1&source=gbs_api",,1943,"http://books.google.nl/books?id=nHmyXPNU8JwC&dq=Days+of+our+years,&hl=&source=gbs_api",,
All Things Are Lights,"Lured by the glory of the Crusades, legendary troubadour Roland battles the evil Amalric, the Inquisition, and infidel armies for the love of two women--Diana, a hunted Cathar heretic, and Nicolette, wed to Amalric",['Robert Shea'],,http://books.google.nl/books?id=d-m5AAAACAAJ&dq=All+Things+Are+Lights&hl=&cd=1&source=gbs_api,,1986,http://books.google.nl/books?id=d-m5AAAACAAJ&dq=All+Things+Are+Lights&hl=&source=gbs_api,['Fiction'],1.0
Trees of Arkansas,"This attractive, heavily illustrated field guide is the most comprehensive accounting of the woody plants of Arkansas ever published. Features of the guide include: - Species accounts for nearly all the trees, shrubs, and woody vines of the state, including common and scientific names, descriptions, habitats, and distributions, as well as notes on current and potential species of conservation concern, introduced and invasive species, wildlife and human uses, history, and ecology - More than 1,500 color photographs highlighting important characters for identification - County-level distribution maps - Detailed sections on ecoregions and habitats of Arkansas as they relate to the woody flora - Visual key to aid in quickly identifying a plant to genus - Dichotomous keys for the 32 largest genera including the oaks, hickories, and hawthorns - Full glossary of technical terms featuring botanical drawings - Complete index of scientific and common names A field guide designed for outdoor use, Trees, Shrubs, and Woody Vines of Arkansas is an encyclopedic resource for identification and appreciation of the state's trees, shrubs, and woody vines. The book will appeal to educators, scientists, conservation professionals, and outdoor enthusiasts. The book's comprehensive listings of plant photographs, drawings, maps, and cross reference keys will support greater understanding and appreciation of the state's plants and the habitats that support them. The book will be a valuable companion for all who appreciate Arkansas flora in rural, urban, and wilderness areas. You will want to have a copy in your backpack as well as on your bookshelf.","['Jennifer Ogle', 'Theo Witsell', 'Johnnie Gentry']",http://books.google.com/books/content?id=g0bbzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=g0bbzQEACAAJ&dq=Trees+of+Arkansas&hl=&cd=1&source=gbs_api,Ozark Society,2020-12-15,http://books.google.nl/books?id=g0bbzQEACAAJ&dq=Trees+of+Arkansas&hl=&source=gbs_api,['Nature'],
Rambo 3,"The most dangerous man in the world is back. David Morrell’s First Blood introduced Rambo, who joined the ranks of Sherlock Holmes, Tarzan, James Bond, and Harry Potter as an international thriller icon. In this further adventure, Rambo is in exile far from home in Thailand, vowing to renounce violence and war. When his country calls him once again, he refuses to accept. But then he learns that his former commanding officer, Colonel Trautman, the only man he trusts, has been captured by the Soviets on the Afghan border during a mission that Rambo rejected. For Rambo, it’s a call to arms—and a mission back into hell. This novelization and the film have many differences. Read the story that the film could have had, along with David Morrell’s in-depth introduction about Rambo and the book’s background. David Morrell is the award-winning author of First Blood, the novel in which Rambo was created His numerous other bestsellers include the classic spy trilogy: The Brotherhood of the Rose, the Fraternity of the Stone, and The League of Night and Fog. An Edgar, Anthony, and Macavity nominee, he is a recipient of three prestigious Stoker awards as well as the lifetime-achievement Thriller Master Award from the International Thriller Writers organization. “David Morrell is, to me, the finest thriller writer living today, bar none.” —Steve Berry, New York Times bestselling author of The Columbus Affair “Morrell, an absolute master of the thriller, plays by his own rules and leaves you dazzled.” —Dean Koontz, New York Times bestselling author of 77 Shadow Street “The father of the modern action novel.” —Vince Flynn, New York Times bestselling author of Kill Shot",['David Morrell'],http://books.google.com/books/content?id=a3SUAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=a3SUAgAAQBAJ&pg=PA58&dq=Rambo+3&hl=&cd=1&source=gbs_api,David Morrell ,2012-05-25,https://play.google.com/store/books/details?id=a3SUAgAAQBAJ&source=gbs_api,['Fiction'],
By Any Other Name,"Is that a weed? This question, asked by anyone who has ever gardened or mowed a lawn, does not have an easy answer. After all, a weed, as suburban mother and professional weed scientist Nancy Gift reminds readers, is simply a plant out of place. In A Weed by Any Other Name, Gift offers a personal, unapologetic defense of clovers, dandelions, plantains, and more, chronicling her experience with these ""enemy"" plants season by season. Rather than falling prey to pressures to achieve the perfect lawn and garden, Gift elucidates the many reasons to embrace an unconventional, weedy yard. She celebrates the spots of wildness that crop up in various corners of suburbia, redeeming many a plant's reputation by expounding on its positive qualities. She includes recipes for dandelion wine and garlic mustard pesto as well as sketches that show the natural beauty of flowers such as the morning glory, classified by the USDA as an invasive and noxious weed. Although she is an advocate of weeds, Gift admits that some plants do require eradication-she happily digs out multiflora rose and resorts to chemical warfare on poison ivy. But she also demonstrates that weeds often carry a message for us about the land and our treatment of it, if we are willing to listen.",['Nancy Gift'],http://books.google.com/books/content?id=Nvmj-rrA3jYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Nvmj-rrA3jYC&pg=PA72&dq=By+Any+Other+Name&hl=&cd=1&source=gbs_api,Beacon Press,2009-05-01,http://books.google.nl/books?id=Nvmj-rrA3jYC&dq=By+Any+Other+Name&hl=&source=gbs_api,['Gardening'],3.0
